baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Genus,Species,sig
935.723866,-0.724644008,1.407741669,-0.514756382,0.606723269,0.940656231,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,Unchanged
671.2883489,0.881647171,1.69844034,0.519092223,0.603696431,0.940656231,g__Kineothrix,s__Kineothrix_alysoides,Unchanged
632.1763049,1.08209302,2.099679701,0.515360995,0.606300783,0.940656231,g__Lachnoclostridium,s__Lachnoclostridium_edouardi,Unchanged
2994.649122,0.976086517,1.968993091,0.495728767,0.620085788,0.950210297,g__norank_f__Oscillospiraceae,s__Eubacterium_siraeum,Unchanged
4930.087999,0.502873023,1.017879558,0.494039809,0.621278065,0.950210297,g__Ruminiclostridium,s__Ruminiclostridium_josui,Unchanged
18109.37664,0.39919737,0.810603856,0.492469123,0.622387745,0.950210297,g__norank_p__Bacteroidota,s__Bacteroidetes_bacterium_RIFOXYB2_FULL_39_7,Unchanged
410.468511,-1.27226715,2.540084852,-0.500875846,0.616458502,0.950210297,g__Eubacterium,s__Eubacterium_sp._14-2,Unchanged
3031.228377,-0.455789515,0.945141819,-0.482244576,0.629632214,0.953988204,g__Ruminiclostridium,s__Ruminiclostridium_papyrosolvens,Unchanged
156.6167583,1.234144688,2.544802286,0.484966826,0.627699878,0.953988204,g__Spiroplasma,s__Spiroplasma_chrysopicola,Unchanged
2004.074255,-0.311295733,0.651412846,-0.477877792,0.632737189,0.955075002,g__unclassified_f__Muribaculaceae,s__unclassified_f__Muribaculaceae,Unchanged
533.7678952,-0.626861756,1.720360153,-0.364378211,0.715575604,0.963109452,g__Paramuribaculum,s__Paramuribaculum_intestinale,Unchanged
2419.78979,-0.124955954,0.360482999,-0.346634805,0.728865695,0.963109452,g__Anaerotruncus,s__Anaerotruncus_sp._80,Unchanged
1776.073612,0.542179379,1.421714627,0.381355983,0.702939118,0.963109452,g__Roseburia,s__Roseburia_sp._1XD42-69,Unchanged
6067.064665,0.235385307,0.70988197,0.331583724,0.740203612,0.963109452,g__Duncaniella,s__Duncaniella_muris,Unchanged
65.77373235,1.055442601,2.887787744,0.365484826,0.714749532,0.963109452,g__Alistipes,s__Alistipes_ihumii,Unchanged
31699.85241,-0.295044396,0.650077566,-0.453860295,0.649929383,0.963109452,g__norank_f__Porphyromonadaceae,s__Porphyromonadaceae_bacterium_UBA7139,Unchanged
4284.819754,0.215292639,0.468962655,0.459082695,0.646174783,0.963109452,g__Hominibacterium,s__Hominibacterium_faecale,Unchanged
720.7383173,-0.413120927,1.298140596,-0.318240511,0.750302505,0.963109452,g__Staphylococcus,s__Staphylococcus_xylosus,Unchanged
4693.507609,0.298770089,0.929156343,0.321549857,0.747793736,0.963109452,g__Clostridium,s__Clostridium_sp._AF36-4,Unchanged
